Shsunedu.com,http://shsunedu.com/,,[u'Sihao Qiu'],[u'Social Media'],CHN
Xueba100.com,http://xueba100.com/,,[u'Yuan Pu'],[u'Mobile'],CHN
WeMedia Alliance,http://www.weibo.com/3515741524/AkmVcwB70,,[u'Xiaoming Zhu'],"[u'Messaging', u'Chat', u'Mobile', u'Media']",CHN
Medical Talents Port,http://www.ylrcg.com/,,[u'Duming Chen'],[u'Social Media'],
Renrenmoney,http://www.renrenmoney.com/,,[u'Jianwen Xu'],[u'Finance'],CHN
HuoBi,http://www.huobi.com/,,[u'Jun Du'],[u'Mobile'],JPN
Xuzhou Microstarsoft,http://www.microstarsoft.com,,[],"[u'Web Hosting', u'Networking']",
Qijia Science and Technology,http://www.gigahome.cn,,[u'Yiping Yang'],[u'E-Commerce'],
Beijing Gensee Interactive Technology,http://www.gensee.com/,,[u'Dan Yang'],"[u'Broadcasting', u'Media', u'Internet']",CHN
Helium,https://www.helium.com,http://www.linkedin.com/company/3729453,"[u'Sean Carey', u'Amir Haleem', u'Shawn Fanning']","[u'Hardware + Software', u'Internet of Things', u'Wireless']",USA
Omni Consumer Products,http://omniconsumerproducts.co,,[],"[u'Consumer Electronics', u'Robotics']",USA
Shanghai Muhe Network Technology,http://www.muhenet.com/,,[],"[u'Video', u'Games']",CHN
ZTE9 Corporation,http://zte9.com/,,[],[u'Mobile'],
Qiyou Interaction Network,http://app.91.com/Soft/iPhone/com.qiyou.ios91-1.0-1.0.html,,[u'Liyuan Zhao'],"[u'Video', u'Games']",
Pocket Video,http://koudaiv.com/,,[u'Guohong Wu'],[u'Mobile'],
IMayGou,http://www.imaygou.com/,,[u'Sisi Zeng'],[u'E-Commerce'],
Mplife.com,http://www.mplife.com,,[u'Wei Lu'],[u'E-Commerce'],
Shanghai Woshi Cultural Transmission,http://www.play800.cn/,,[u'Xiwu Zheng'],"[u'Video', u'Games']",
Chumen Wenwen,http://chumenwenwen.com/,,[u'Zhifei Li'],[u'Mobile'],CHN
Beijing TierTime Technology,http://www.tiertime.com,,[u'Ge Guo'],[u'Mobile'],CHN
Colomob Network and Technology,http://www.colomob.com/,,[u'Munan Huang'],"[u'Video', u'Games']",
Weichaishi.com,http://weichaishi.com/,,[u'Qiao Pei'],[u'Mobile'],
Amlogic,http://www.amlogic.com/,http://www.linkedin.com/company/amlogic-inc.,[],[u'Mobile'],USA
MedAware,http://www.medaware.com/,http://ie.linkedin.com/company/medaware,[],[u'Health Care'],ISR
Qianmi,http://qianmi.com,,[],[u'E-Commerce'],CHN
PushSpring,http://www.pushspring.com/,http://www.linkedin.com/company/pushspring-inc-,"[u'Steve Dossick', u'Karl Stillner']","[u'Mobile Analytics', u'App Marketing', u'Big Data', u'Mobile Software Tools', u'Mobile Advertising']",USA
Stance,http://www.stance.com/,http://www.linkedin.com/company/stance-socks,"[u'Taylor Shupe', u'Aaron Hennings', u'Ryan Kingman', u'Jeff Kearl']","[u'Fashion', u'Lifestyle']",USA
Videonetics Technologies,http://www.videonetics.com/,,[u'Tinku Acharya'],[u'Video Streaming'],IND
Any+Times,http://anytimes.co.jp,,[],"[u'Enterprises', u'Search', u'Crowdsourcing']",JPN
Capital Float,http://capitalfloat.com,http://www.linkedin.com/company/3487097,"[u'Gaurav Hinduja', u'Sashank Rishyasringa']","[u'Small and Medium Businesses', u'Financial Services']",IND
Vessel,http://www.vessel.com/,http://www.linkedin.com/company/vessel_2,"[u'Richard Tom', u'Jason Kilar']","[u'Content', u'Content Creators', u'Internet', u'Video']",USA
Apploi,http://apploi.com,http://www.linkedin.com/company/2909122,[u'Adam Lewis'],[u'Mobile'],USA
Overcart,http://www.overcart.com/,http://www.linkedin.com/company/gamesinc,[],[u'Retail'],IND
CLO Virtual Fashion Inc,http://www.clo3d.com,,"[u'JH Boo', u'Jaden Oh']","[u'Online Shopping', u'Film Production', u'Console Gaming', u'Fashion', u'Online Gaming', u'Enterprise Software']",KOR
Flow State Media,http://flowstatemedia.com/,,"[u'Harold Khan', u'Kahn Jekarl', u'Redentor Quiambao']",[u'Games'],USA
InfluxDB,http://influxdb.com/,,"[u'Paul Dix', u'Todd Persen']","[u'Analytics', u'Databases', u'Visualization', u'Internet']",USA
Walker & Company Brands,http://walkerandcompany.com,,[u'Tristan Walker'],[u'Beauty'],USA
Socar,http://www.socar.kr/,,[],"[u'Travel', u'Shared Services']",KOR
InteliVideo,http://intelivideo.com,http://www.linkedin.com/company/intelivideo,[],[u'Consumer Internet'],USA
compareit4me,http://compareit4me.com/,http://www.linkedin.com/company/compareit4me-com,[],"[u'Marketplaces', u'Finance', u'Price Comparison']",ARE
Berry Kitchen,http://berrykitchen.com/new/,,[u'Cynthia Tenggara'],"[u'Customer Service', u'Specialty Foods', u'E-Commerce']",IDN
IIX Inc.,http://www.iix.net,http://www.linkedin.com/company/iix,[u'Al Burgio'],"[u'Networking', u'Open Source', u'Software', u'Service Providers', u'Internet']",USA
News in Shorts,http://www.newsinshorts.com,http://www.linkedin.com/company/news-in-shorts,"[u'Deepit Purkayastha', u'Azhar Iqubal', u'Anunay Pandey']","[u'News', u'Media', u'Internet']",IND
Meetrics,http://www.meetrics.com,,[],[u'Advertising'],DEU
Molcure,http://molcure.com,,[],[u'Biotechnology'],JPN
Bidtellect - Native Intelligence,http://www.bidtellect.com,http://www.linkedin.com/company/bidtellect,[u'John Ferber'],"[u'Social Media Marketing', u'Publishing', u'Advertising']",USA
Apto,http://www.aptotude.com/,http://www.linkedin.com/company/2867736,[u'Tanner McGraw'],"[u'Cloud Computing', u'CRM', u'Commercial Real Estate']",USA
GlassesGroupGlobal,http://www.glassesgroupglobal.com/,http://www.linkedin.com/company/glassesgroupglobal,"[u'Andrea Olivari', u'Christopher Strauch']","[u'Marketplaces', u'Sunglasses', u'Eyewear', u'E-Commerce']",MYS
Light Chaser Animation,http://www.zhuiguang.com/?lang=en,,[u'Gary Wang'],"[u'Business Intelligence', u'3D Technology', u'3D']",CHN
MiTu Network,http://mituinc.com/,,"[u'Beatriz Acevedo', u'Doug Greiff', u'Roy Burstin']","[u'Direct Marketing', u'Digital Media', u'Media']",USA
Concil - Financial and Online Payment Reconciliation,http://www.concil.com.br,https://www.linkedin.com/company/concil,[],"[u'B2B', u'Payments', u'Software', u'Financial Services', u'Internet']",BRA
GoGoVan,http://gogovan.com.hk/en/,http://www.linkedin.com/company/gogovan,"[u'Reeve Kwan', u'Nick Tang', u'Steven Lam']","[u'Logistics', u'iOS', u'Transportation', u'Apps', u'Services', u'Mobile']",HKG
DocSpera,http://docspera.com,,"[u'Ken Trauner', u'Sy Fahimi']","[u'Medical Professionals', u'Collaboration', u'Health and Wellness']",USA
"360fly, Inc.",http://www.360fly.com,,[],"[u'Software', u'Consumer Electronics']",USA
Huitongda,http://www.htd.cn,,[],[u'E-Commerce'],CHN
Affinity Tourism,http://www.4006022222.com,,[],[u'Travel'],CHN
South Beauty Group,http://www.southbeautygroup.co,,[],[u'Manufacturing'],CHN
OneEnergy Renewables,http://oneenergyrenewables.com/,http://www.linkedin.com/company/oneenergy-renewables,"[u'Bryce Smith', u'Bill Eddie']",[u'Enterprise Software'],USA
Pulian Software,http://www.pansoft.com,,[],[u'Software'],CHN
TinyPulse,http://www.tinypulse.com/,,[u'David Niu'],"[u'Enterprises', u'Services', u'Consulting']",USA
Chongqing Mengxun Electronic Technology,http://www.cquni.com,,[],[u'Mobile'],CHN
Navitor Pharmaceuticals,http://www.navitorpharma.com/,,"[u'David Goldfarb', u'Alan Crane']",[u'Biotechnology'],USA
Compliance Innovations,http://complianceinnovations.com,,"[u'Brian Bannister', u'David Findlay']","[u'Electric Vehicles', u'Electronics', u'Software', u'Health Care']",USA
Leader Tech (Beijing) Digital Technology,http://www.leader-tech.cn,,[],"[u'Web Hosting', u'Networking']",CHN
Shenzhen Justtide Technology,http://www.justtide.com/,,[],[u'Security'],CHN
Chongqing Jielai Communication,http://www.qisoe.com/company/10821.html,,[],[u'Communications Infrastructure'],CHN
Nanjing Gelan Environmental Protection Equipment,http://www.njglhb.cn,,[],[u'Environmental Innovation'],CHN
BioGaming,http://www.biogaming.com/,http://www.linkedin.com/company/2491850,[],"[u'Fitness', u'Medical', u'Health and Wellness']",ISR
Transfer Course Computer System (Beijing),http://www.chuanke.com,,[u'Haiming Wang'],[u'Education'],CHN
BIC Science and Technology,http://www.beeku.com,,[u'Gang Qi'],[u'Mobile'],
Anhui Anke Biotechnology (Group),http://www.ankebio.com,,[],[u'Biotechnology'],CHN
Xiami Radio,http://www.xiami.com/radio,,[],"[u'Photography', u'Video']",CHN
Yooli,http://yooli.com,,[],"[u'Banking', u'Investment Management', u'Credit']",CHN
Virsec Systems,http://virsec.com/,,"[u'Satya Gupta', u'Ray DeMeo']","[u'Data Security', u'Software']",USA
Shenzhen Haiya Technology Development,http://www.sz-haiya.com,,[],"[u'Web Hosting', u'Networking']",CHN
Weifang Pharmaceutical Factory,http://www.weifangpharm.com,,[],[u'Pharmaceuticals'],CHN
Spaceflight Industries,http://www.spaceflightindustries.com,http://www.linkedin.com/company/spaceflight-inc,"[u'Marian Joh', u'Jason Andrews']",[u'Aerospace'],USA
Aledade,http://www.aledade.com,http://www.linkedin.com/company/aledade-inc-,[u'Farzad Mostashari'],"[u'Hospitality', u'Health Care']",USA
Shift,http://driveshift.com,http://www.linkedin.com/company/shift-technologies-inc,"[u'Christian Ohler', u'Morgan Knutson', u'Irakly George Arison', u'Minnie Ingersoll', u'Joel Washington']",[u'Technology'],USA
ZIRX,http://zirx.com,http://www.linkedin.com/company/zirx,"[u'Shmulik Fishman', u'Boris Zamoruev', u'Boris Perlov', u'Sean Behr']","[u'Cars', u'Parking']",USA
Aito BV,http://aitochip.com/,http://www.linkedin.com/company/aito-bv,[],[u'Interface Design'],NLD
Appier,http://appier.com,http://www.linkedin.com/company/appier,"[u'Chih-Han Yu', u'Chia-Yung SU']","[u'Ad Targeting', u'Advertising']",TWN
IOCS,http://iocs-systems.com,http://www.linkedin.com/company/iocs,[],[u'E-Commerce'],GBR
Mobile Safe Case,http://www.mobilesafecase.com/,,[],[u'Mobile Security'],
"Sunverge Energy, Inc",http://sunverge.com,http://www.linkedin.com/company/sunverge-energy-inc-,"[u'Dean Sanders', u'Kenneth Munson']","[u'Commercial Solar', u'Hardware + Software', u'Residential Solar', u'Utilities']",USA
TravelersBox,http://www.travelersbox.com,http://www.linkedin.com/company/3089866,"[u'Idan Deshe', u'Tomer Zussman']","[u'Customer Service', u'Technology', u'Services']",TUR
Asterias Biotherapeutics,http://asteriasbiotherapeutics.com/,,[],[u'Biotechnology'],USA
True North Therapeutics,http://www.truenorthrx.com/,http://www.linkedin.com/company/true-north-therapeutics,[u'Nancy Stagliano'],[u'Biotechnology'],USA
Cloudike,https://cloudike.com/,,[],"[u'Cloud Computing', u'Mobile', u'SaaS']",USA
PicsArt,http://picsart.com/,,[u'Hovhannes Avoyan'],"[u'Photo Editing', u'Photography', u'Social Network Media', u'Mobile']",USA
Vela Asia,http://velaasia.com/,http://www.linkedin.com/company/vela-asia,"[u'Bede Moore', u'Susie Sugden']","[u'Startups', u'Web Development', u'Internet Marketing', u'Technology', u'E-Commerce']",IDN
PicsArt,http://picsart.com/,,[u'Hovhannes Avoyan'],"[u'Photo Editing', u'Photography', u'Social Network Media', u'Mobile']",USA
Vela Asia,http://velaasia.com/,http://www.linkedin.com/company/vela-asia,"[u'Bede Moore', u'Susie Sugden']","[u'Startups', u'Web Development', u'Internet Marketing', u'Technology', u'E-Commerce']",IDN
Dasheroo,http://www.dasheroo.com,http://www.linkedin.com/company/dasheroo,"[u'Alf Brand', u'James Ryan', u'John Hingley', u'Joshua Feinberg']","[u'Business Intelligence', u'Analytics', u'Software', u'Business Services', u'Collaboration']",USA
Marley Spoon,http://www.marleyspoon.com,http://www.linkedin.com/company/marley-spoon,"[u'Till Neatby', u'Fabian Siegel']",[u'Cooking'],DEU
Playbuzz,https://publishers.playbuzz.com/,http://www.linkedin.com/company/playbuzz,"[u'Tom Pachys', u'Shaul Olmert']","[u'B2B', u'Entertainment', u'Digital Media']",ISR
LogFire,http://logfire.com,http://www.linkedin.com/company/logfire,[u'Diego Pantoja-Navajas'],[u'Software'],USA
Laguna Pharmaceuticals,http://www.lagunarx.com/,https://www.linkedin.com/company/chanrx-corp-,[u'Howard C. Dittrich'],[u'Pharmaceuticals'],USA
Agilvax,http://agilvax.com/,,[],"[u'Medical', u'Health Care', u'Biotechnology']",USA
Hobo Labs,http://hobolabs.com/,http://www.linkedin.com/company/3645920,"[u'Lyle Fong', u'Patrick Lee']","[u'Social Games', u'Mobile Games']",USA
"TruBeacon, Inc.",http://www.trubeacon.com,,[],"[u'Mobile Payments', u'Retail Technology', u'Payments']",USA
AngelCrunch,http://www.angelcrunch.com,,[u'Yuxiang Lan'],"[u'Startups', u'Finance', u'Crowdfunding']",CHN
Synbiota,http://synbiota.com,http://www.linkedin.com/company/synbiota,"[u'Mason Edwards', u'Pantea Razzaghi', u'Connor Dickie']",[u'Material Science'],CAN
TNX Corp,http://www.tnxcorp.com,http://www.linkedin.com/company/24220,[],[u'Telecommunications'],ARG
CPG Soft,http://cpgsoft.com/,,[],[u'Software'],URY
NIMBOXX,http://www.nimboxx.com,http://www.linkedin.com/company/nimboxx-inc-,[u'David Cauthron'],"[u'Networking', u'Security', u'Data Centers', u'Services', u'Information Technology']",USA
ClearCare,http://www.clearcareonline.com,http://www.linkedin.com/company/2349335,[u'Geoffrey Nudd'],"[u'Health Care Information Technology', u'Software', u'SaaS']",USA
OrderUp,http://www.orderup.com,http://www.linkedin.com/company/885732,"[u'Chris Jeffery', u'Jason Kwicien']","[u'Delivery', u'Restaurants', u'Technology', u'E-Commerce']",USA
MobileROI,http://mobileroi.com/,https://www.linkedin.com/company/mobileroi,"[u'Sonpreet Bhatia', u'Puneet Mehta']","[u'Artificial Intelligence', u'Predictive Analytics', u'Marketing Automation', u'Mobile Commerce', u'Cloud Data Services']",USA
OYO Sportstoys,http://www.oyosports.com/,http://www.linkedin.com/company/oyo-sportstoys,[u'Tom Skripps'],[u'Consumer Goods'],USA
Declara,http://declara.com,http://www.linkedin.com/pub/declara-inc/63/3b8/b57,[u'Ramona Pierson'],"[u'Collaboration', u'Education']",USA
Visual Supply Co (VSCO),http://vsco.co/,http://www.linkedin.com/company/visual-supply-co,"[u'Greg Lutze', u'Joel Flory']","[u'Photo Editing', u'Software', u'Photography', u'Mobile', u'Internet']",USA
SEMKNOX GmbH,http://semknox.com,http://www.linkedin.com/company/semknox,"[u'Sebastian Sprenger', u'Simon Schabel', u'David Urbansky']","[u'Product Search', u'Search', u'Semantic Search', u'Semantic Web', u'Online Shopping', u'E-Commerce']",DEU
YouScience,http://www.youscience.com,http://www.linkedin.com/company/youscience-llc,[u'Betsy Wills'],[u'E-Commerce'],USA
Sunnova,http://sunnova.com,https://www.linkedin.com/company/sunnova-energy-corporation,"[u'Lynda Attaway', u'Jordan Fruge']","[u'Concentrated Solar Power', u'Service Providers', u'Renewable Energies', u'Residential Solar', u'Utilities']",USA
Handpick,http://www.handpick.com,http://www.linkedin.com/company/handpick,[u'Payman Nejati'],"[u'Big Data', u'Reviews and Recommendations', u'Recipes', u'Apps', u'Social Network Media', u'Mobile']",USA
Handpick,http://www.handpick.com,http://www.linkedin.com/company/handpick,[u'Payman Nejati'],"[u'Big Data', u'Reviews and Recommendations', u'Recipes', u'Apps', u'Social Network Media', u'Mobile']",USA
Brigade,http://www.brigade.com,,[],"[u'Social Network Media', u'Politics', u'Social Media']",USA
"SteadyServ Technologies, LLC",http://www.steadyserv.com,http://www.linkedin.com/company/steadyserv-technologies,"[u'Steve Hershberger', u'Steve Kremer', u'Todd Boyman']","[u'Mobile Analytics', u'Big Data Analytics', u'Craft Beer', u'SaaS']",USA
light,http://light.co,http://www.linkedin.com/company/thelightco,"[u'Rajiv Laroia', u'Dave Grannan']",[u'Photography'],USA
cortical.io,http://www.cortical.io,http://www.linkedin.com/company/cortical-io,"[u'Daniel Schreiber', u'Francisco De Sousa Webber']","[u'Artificial Intelligence', u'Enterprise Search', u'Natural Language Processing', u'Analytics']",AUT
Mineralist,http://www.mineralist.com/,http://www.linkedin.com/company/mineralist-inc-,[],"[u'Marketplaces', u'Natural Resources', u'Energy', u'Oil']",USA
Dublin Distillers,http://www.dublindistillers.com/,,[u'Illann Power'],[u'Wine And Spirits'],USA
BOLD Guidance,http://boldguidance.com,,[u'Nichelle McCall'],"[u'Colleges', u'Education', u'Software', u'SaaS']",USA
Greenhouse Software,http://www.greenhouse.io,http://www.linkedin.com/company/greenhouse-inc-,"[u'Jon Stross', u'Daniel Chait']","[u'Recruiting', u'Software', u'SaaS']",USA
Casper,http://casper.com/,http://www.linkedin.com/company/casper,"[u'Jeff Chapin', u'Gabriel Flateman', u'T. Luke Sherwin', u'Philip Krim', u'Neil Parikh']","[u'Lifestyle', u'Retail', u'E-Commerce']",USA
PayRange,http://payrange.com,http://www.linkedin.com/company/payrange,[u'Paresh Patel'],"[u'Mobile Payments', u'Payments', u'Vending and Concessions']",USA
"ZAIUS, Inc.",http://www.zaius.com,,[u'Matt Tharp'],"[u'Real Time', u'Advertising', u'Digital Media']",USA
NerdWallet,http://www.nerdwallet.com,https://www.linkedin.com/company/nerdwallet,"[u'Jacob Gibson', u'Tim Chen']","[u'Incentives', u'Curated Web', u'Search', u'Personal Finance', u'Consumers', u'Credit Cards']",USA
Ringly,http://www.ringly.com/,http://www.linkedin.com/company/ringly,"[u'Logan Munro', u'Christina Mercando']","[u'Wearables', u'Jewelry', u'Fashion']",USA
Intersec,http://www.intersec.com,http://www.linkedin.com/company/92062,[],"[u'Big Data', u'Analytics', u'Software']",FRA
General Assembly,http://generalassemb.ly,http://www.linkedin.com/company/2408664,"[u'Adam Pritzker', u'Jake Schwartz', u'Matthew O. Brimer', u'Brad Hargreaves']","[u'EdTech', u'Startups', u'Education']",USA
Exabeam,http://www.exabeam.com/,http://www.linkedin.com/company/exabeam-inc-,"[u'Sylvain Gil', u'Sylvain Gil', u'Nir Polak', u'Domingo Mihovilovic Ph.D.']","[u'Security', u'Information Technology']",USA
Argus Cyber Security,http://www.argus-sec.com,http://www.linkedin.com/company/argus-cyber-security,"[u'Oron Lavi', u'Yaron Galula', u'Ofer Ben Noon']","[u'Automotive', u'Cyber Security']",ISR
Odersun,http://www.odersun.com/,,[],"[u'Commercial Solar', u'Solar', u'Manufacturing']",
Bridestory,http://www.bridestory.com,,[u'Kevin Mintaraga'],[u'Weddings'],IDN
Washio,http://www.getwashio.com,http://www.linkedin.com/company/washio,"[u'Juan Dulanto', u'Jordan Metzner']",[u'Service Industries'],USA
The French Cellar,http://www.thefrenchcellar.sg/,http://www.linkedin.com/company/the-french-cellar-pte-ltd,[],[u'Wine And Spirits'],SGP
Luxe,http://www.luxe.com/,http://www.linkedin.com/company/luxe-valet,"[u'Craig Martin', u'Curtis Lee']","[u'Parking', u'Transportation', u'Services', u'Mobile Devices']",USA
thephotocloser.com,http://www.thephotocloser.com,,[u'Frank Meo'],[u'Internet Marketing'],USA
Mattermark,http://mattermark.com,http://www.linkedin.com/company/3182754,"[u'Kevin Morrill', u'Andy Sparks', u'Danielle Morrill']","[u'Big Data', u'Venture Capital', u'Enterprise Software']",USA
FabZat,http://www.fabzat.com,http://www.linkedin.com/company/3522863,"[u'Matthieu Saint-Denis', u'Florent Pitoun']",[u'Games'],FRA
Synthorx,http://synthorx.com/,http://www.linkedin.com/company/synthorx-inc-,[u'Floyd E. Romesberg'],[u'Biotechnology'],USA
Mesosphere,http://mesosphere.com,http://www.linkedin.com/company/mesosphere-inc-,"[u'Benjamin Hindman', u'Tobi Knaup', u'Florian Leibert']","[u'Cloud Infrastructure', u'Cloud Computing', u'Software', u'Enterprise Software']",USA
aCommerce,http://www.acommerce.asia,http://www.linkedin.com/company/acommerce,[],[u'E-Commerce'],THA
Fixstream Networks Inc,http://fixstream.com,,[u'Sameer Padhye'],"[u'Networking', u'Big Data Analytics']",USA
"Blinkfire Analtyics, Inc.",http://www.blinkfire.com,http://www.linkedin.com/company/3116951,"[u'Juan-Luis Hortelano', u'Steve Olechowski']","[u'Social Television', u'Big Data Analytics', u'Analytics', u'Sports', u'Social Media']",USA
Chongqing Data Control Technology Co,http://cqdatang.en.gongchang.com/,,[],"[u'Test and Measurement', u'Technology']",CHN
Universtar Science & Technology,http://www.szusst.cn/,,[],[u'Clean Technology'],
Doodle Mobile,http://www.doodlemobile.com/,,[u'Ye Wang'],[u'Video Games'],CHN
Guangzhou Yingzheng Information Technology,http://www.3guu.com/,,[u'Yongchao Wang'],[u'Video Games'],
China Auto Rental Holdings,http://en.zuche.com/,,[],"[u'Cars', u'Service Providers', u'Online Rental', u'E-Commerce']",CHN
Wukong.com,http://www.wukong.com/,,[u'Nick Yang'],[u'Search'],CHN
Beijing second hand information company,http://www.miaozhen.com/,,"[u'Minghui Wu', u'Wu Minghui']",[u'Advertising'],CHN
AMT,http://www.amt.com.cn/,,[],"[u'EdTech', u'Education']",
Beijing Scinor Water Technology,http://www.mobiuswater.com/,,[],[u'Clean Technology'],
Bbready.com,http://www.bbready.com/,,[u'Shan Mei'],[u'Real Estate'],
Donews,http://www.donews.com/,,[],[u'Advertising'],CHN
"Suzhou Xiexin Photovoltaic Technology Co., Ltd",http://www.gcl-solar.cn,,[],[u'Semiconductors'],
Haofangtong,http://www.hftsoft.com/,,[u'Yu Lin'],[u'Enterprises'],
Nanjing Guanya Power Equipment,http://www.guanyapower.com/,,[],[u'Clean Technology'],
Focus Media,http://www.focusmedia.cn/,,[u'Nanchun Jiang'],[u'Semiconductors'],SGP
Duokan.com,http://www.duokan.com/,,[u'Chuan Wang'],"[u'Online Shopping', u'E-Commerce Platforms', u'Consumer Goods']",
ShangPin,http://www.shangpin.com/,http://www.linkedin.com/company/shangpin-com,[],[u'E-Commerce'],CHN
Beijing Redbaby Internet Technology,http://www.redbaby.com.cn/,,[],[u'E-Commerce'],CHN
"Shanghai Ulucu Electronic Technology Co.,Ltd.",http://www.ulucu.com/,,[u'Xiuping Shen'],[u'Mobile'],
Yunzhilian Network Science and Technology Co. ltd,http://www.asiainnovations.com,,[u'Xingzhi Tian'],[u'Mobile'],
Fair value,http://bj.gongpingjia.com/,,[u'Kewen Wan'],[u'Search'],CHN
Lvgou.com,http://www.lvgou.com/,,[],[u'Legal'],
Kindstar Global (Beijing) Medicine Technology,http://www.kindstar.com.cn/kindstar/cn/,http://www.linkedin.com/company/kindstar-global,[u'Shiang Huang'],[u'Medical'],
Tianjin GreenBio Materials,http://www.tjgreenbio.com/en,,[],[u'Biotechnology'],CHN
Gaosi Education Group,http://www.gaosiedu.com/,,[],[u'Education'],
Woodpecker Education,http://www.zmnedu.com/,http://www.linkedin.com/company/woodpecker-international-education,[u'Qiyong Chen'],[u'Finance'],CHN
Nanjing Zhangmen,http://www.byread.com/,,[u'Song Chen'],"[u'Software', u'Mobile']",
ChaoWIFI,http://www.chaowifi.com/,,[],[u'Mobile'],CHN
Sinosun Technology,http://www.sinosun.com/,,[],[u'Security'],CHN
Beijing Digital orthodox Technology,http://www.egova.com.cn,,[],[u'Enterprises'],CHN
Moxiu.com,http://www.moxiu.com/cmlauncher,,[],[u'Mobile'],CHN
HunterOn,http://www.hunteron.com/,,[u'Xiaodie Xin'],[u'Web Development'],CHN
Guangzhou Metech,http://www.huineng.net,,[],[u'Enterprises'],
Guangzhou CK1,http://www.chukou1.com/,,[u'Michael Luo'],[u'E-Commerce'],CHN
Enjoyor,http://www.enjoyor.net/,,[],[u'Enterprises'],
CSDN,http://www.csdn.net,,[u'Denggao Zeng'],[u'Social Media'],CHN
Kloneworld,http://www.kloneworld.com/,,[],"[u'Entertainment', u'Games']",SGP
Marathon Patent Group,http://marathonpg.com,http://www.linkedin.com/company/marathon-patent-group,[],"[u'Intellectual Asset Management', u'Intellectual Property', u'Licensing']",USA
MakeSpace,https://www.makespace.com/,http://www.linkedin.com/company/makespace,"[u'Adam LeVasseur', u'Rahul Gandhi', u'Sam Rosen']","[u'Commercial Real Estate', u'Storage']",USA
Visual.ly,http://visual.ly,http://www.linkedin.com/company/visual-ly,"[u'Adam Breckler', u'Lee Sherman', u'Stew Langille', u'Tal Siach']","[u'Content', u'Brand Marketing', u'Presentations']",USA
Axial Healthcare,http://axialhealthcare.com,,[u'Paul McCurry'],[u'Health and Wellness'],USA
Yieldify,http://www.yieldify.com,https://www.linkedin.com/company/yieldify,[u'Jay Radia'],"[u'Algorithms', u'Analytics', u'Software']",GBR
The Thatched Cottage Pharmaceutical Group,http://www.china-bct.com/,,[],[u'Mobile'],
Happy Industry,http://www.bjjoyworks.com/,,[],[u'Semiconductors'],
TASS,http://www.tass.com.cn/,,[u'Dongbai Deng'],[u'Enterprises'],
Kuke Music,http://www.kuke.com/,,[],[u'Mobile'],
Shanghai Yinku network,http://www.game080.com,,[],"[u'Game', u'Video']",
Asia Dairy Fab,http://www.bjzbn.com,,[],[u'Enterprises'],
Wowsai,http://www.wowsai.com/,,[u'Jingwen Zhao'],[u'Real Estate'],CHN
Citic Shenzhen,http://www.chinatave.com,,[u'Ruihui Zhang'],[u'Manufacturing'],
Jiemai.com,http://www.jiemai.com/,,[],[u'Enterprises'],
Qianxs.com,http://www.qianxs.com,,[u'Yan Zhang'],[u'Travel'],
"Beckon, Inc.",http://www.beckon.com,http://www.linkedin.com/company/beckon-inc-,[u'Jennifer Zeszut'],"[u'New Technologies', u'Sales and Marketing', u'Big Data Analytics', u'SaaS']",USA
In1001.com,http://www.in1001.com/,,[u'Shuo Di'],[u'Mobile'],CHN
Xiami Music Network,http://www.xiami.com/,,[],"[u'Curated Web', u'Algorithms', u'Music Services', u'Music']",CHN
PeerSpace,http://www.peerspace.com,http://www.linkedin.com/company/peerspace,"[u'Matt Bendett', u'Rony Chammas']","[u'Peer-to-Peer', u'Startups', u'Business Services', u'Small and Medium Businesses', u'Collaborative Consumption', u'Coworking']",USA
kabuku,http://www.kabuku.co.jp/en,,"[u'Masahiko Adachi', u'Masahiko Inada']",[u'3D Printing'],JPN
Inbilin,http://www.inbilin.com/,,[],"[u'Call Center Automation', u'Private Social Networking']",
Zapya,http://kuaiya.cn,,[u'Xiaodong Wang'],"[u'Peer-to-Peer', u'File Sharing', u'Wireless']",CHN
The Idle Man,http://theidleman.com,http://www.linkedin.com/company/5155046,[],"[u'Shopping', u'Fashion', u'Retail']",GBR
Jibo,http://myjibo.com,http://www.linkedin.com/company/jibo-inc-,[u'Cynthia Breazeal'],"[u'Artificial Intelligence', u'Robotics']",USA
Mixify,http://mixify.com,http://www.linkedin.com/company/mixify,[u'David Moricca'],[u'Entertainment'],USA
RealConnex.com,http://www.realconnex.com/,http://www.linkedin.com/company/realconnex,[u'Roy Abrams'],"[u'Marketplaces', u'Professional Networking', u'Real Estate']",USA
Big Data Partnership,http://www.bigdatapartnership.com,http://www.linkedin.com/company/big-data-partnership,"[u'Pinal Gandhi', u'Tim Seears', u'Mike Merritt-Holmes']","[u'Big Data', u'Big Data Analytics', u'Software', u'Machine Learning', u'Consulting']",GBR
Western Oncolytics,http://westernoncolytics.com/,,[],[u'Pharmaceuticals'],USA
Lost My Name,http://www.lostmy.name/,,"[u'Tal Oron', u'Asi Sharabi']","[u'Publishing', u'Kids']",GBR
Siftit,http://siftit.com,http://www.linkedin.com/company/siftit-llc,[u'Mark E. Haidet'],[u'Restaurants'],USA
New Matter,http://newmatter.com,,"[u'Steve Schell', u'Bill Gross']",[u'3D Printing'],USA
"InkaBinka, Inc.",http://inkabinka.com,,[],"[u'Social Media Marketing', u'Internet', u'Mobile Advertising', u'Digital Media']",USA
