Name,HomePage URL,LinkedIn Page,Founders,Category,Country,,
Medacheck LLC,http://www.medacheck.com,https://www.linkedin.com/company/medacheck,Jeffrey Shepard,Software,USA,,
DewMobile,http://dewmobile.com,,Frank Wang,"Curated Web, Software",USA,,
Bukalapak,http://bukalapak.com,,"Nugroho Herucahyono, Achmad Zaky",E-Commerce,IDN,,
Patience,http://www.patience.io,http://www.linkedin.com/company/patience,"Daniel Berndt, Jan Zimmek, Moritz Hunsdiek, Nikolaus Thomale","EdTech, Big Data, Training, Education",DEU,,
fitmob,http://www.fitmob.com,http://www.linkedin.com/company/fitmob,"Paul Twohey, Raj Kapoor","Entertainment, Fitness, Exercise, Health and Wellness",USA,,
MEDIGO,http://www.medigo.com,http://www.linkedin.com/company/5002842,"Marianna Anderle, Ugur Samut, Ieva Soblickaite, Pawel Cebula","Marketplaces, Hospitals, Health and Wellness, Health Care",DEU,,
Sunsea,http://www.sunseagroup.com,,Wenshen Wang,Manufacturing,CHN,,
Sumavision,http://www.sumavision.com,,,Software,CHN,,
Yi De,http://www.zjede.com,,,Finance,CHN,,
Super Ele&Tec,http://www.superrfid.net/newsp/index.asp,,,Manufacturing,CHN,,
YOHO,http://yoho.cn,http://www.linkedin.com/company/yoho.cn,,E-Commerce,CHN,,
Korbit,http://korbit.co.kr,,"Louis Jinhwa Kim, Kangmo Kim, Tony Ly","Bitcoin, Finance",KOR,,
GreenDust,http://www.greendust.com,,Hitendra Chaturvedi,E-Commerce,IND,,
Dealstruck,http://www.dealstruck.com,http://www.linkedin.com/company/2736461,Ethan Senturia,"Marketplaces, Finance",USA,,
OnlineMarket,http://onlinemarket.net,http://www.linkedin.com/company/onlinemarket,"Cuneyt Gurbuz, Bulent Demirhan, Murat Demirhan",E-Commerce,TUR,,
Goldcoll Games,http://www.12ha.com,,Binbin Ge,Games,CHN,,
CC video,http://www.bokecc.com,,Yuan Zhang,"Video, Games",CHN,,
Lang Ma,http://www.longmaster.com.cn,,Wei Wang,Software,CHN,,
COTA,http://www.redcota.net,,,"Electronics, Telecommunications",ESP,,
Bamatea,http://www.bamatea.com,,,E-Commerce,CHN,,
Sxbbm,http://www.sxbbm.com/login,,Lei Shen,Social Media,CHN,,
FraudMetrix,http://www.fraudmetrix.cn,,Tao Jiang,Security,CHN,,
Bjond,http://www.bjondinc.com,http://www.linkedin.com/company/bj-nd-software,,"Software, Internet, Information Technology",USA,,
RQx Pharmaceuticals,http://rqxpharmaceuticals.com,,,Biotechnology,USA,,
SiteMinder,http://siteminder.com,http://www.linkedin.com/company/302335,,Software,GBR,,
GameWith,http://www.gamewith.co.jp,,Takuya Imaizumi,"News, Games",,,
Yik Yak,http://yikyakapp.com,http://www.linkedin.com/company/yik-yak-inc-,"Will Jamieson, Tyler Droll, Brooks Buffington","Apps, Identity, Local, Social Media",USA,,
Mercaris,http://mercariscompany.com,,"Chris Duesing, Kellee James",Clean Technology,USA,,
Familonet,http://www.familo.net,,"Michael Asshauer, Hauke Windm\xfcller, David Nellessen","Startups, Location Based Services, Internet",DEU,,
Mobeye,http://www.mobeye-app.com,http://www.linkedin.com/company/mobeye-app,"Benjamin Toueg, Augustin Rudigoz, Aymeric Berenger, Aymeric Porte","Curated Web, Mobile, Retail, Crowdsourcing",FRA,,
datapine,http://www.datapine.com,http://www.linkedin.com/company/datapine-businessanalytics,"Kenan Deniz, Jakob Rehermann","Data Visualization, Big Data Analytics, Software",DEU,,
ForceManager,http://www.forcemanager.net,http://www.linkedin.com/company/forcemanager,"Xavier Bisbal, Oscar Macia","Mobility, Productivity Software, Sales and Marketing, Business Development",ESP,,
Hua Medicine,http://www.huamedicine.com/,https://in.linkedin.com/company/hua-medicine,"John Choi, Li Chen",Pharmaceuticals,CHN,,
TipRanks,http://www.tipranks.com,,"Gilad Gat, Uri Gruenbaum","SEO, Stock Exchanges, Finance",ISR,,
Alexar Therapeutics,http://alexartx.com,,,Biotechnology,USA,,
CityScan,http://cityscan.com,http://www.linkedin.com/company/2892921,"David Guttman, Orlando Saez",E-Commerce,USA,,
idemama,http://www.idemama.com,http://www.linkedin.com/company/idemama.com,"Andac Turkmen, Rahsan Tan, Leslie Kandiyoti Mori","Freelancers, Design, Advertising, Crowdsourcing",TUR,,
MesMateriaux,http://Mesmateriaux.com,,"Julie Haussard, Mathieu Brulon, Yohan Pinto",E-Commerce,FRA,,
Gametime,http://www.gametime.co,https://www.linkedin.com/company/3658015,Brad Griffith,"Ticketing, Sports, Mobile Commerce, Apps, Mobile",USA,,
Clementia Pharmaceuticals,http://clementiapharma.com,https://www.linkedin.com/company/clementia-pharmaceuticals-inc-,Clarissa Desjardins,Biotechnology,CAN,,
Morning Tec,http://en.morningtec.cn,http://www.linkedin.com/company/morningtec-co-ltd,Ming Zh,Games,CHN,,
Zymergen,http://www.zymergen.com,,"Joshua Hoffman, Jed Dean, Zach Serber",Biotechnology,USA,,
Ludi,http://ludiinc.com,http://www.linkedin.com/company/ludi-inc-,,"Hospitals, Fitness, Health and Wellness",USA,,
TravelBird,http://www.travelbird.com,https://www.linkedin.com/company/1474711?trk=tyah&trkInfo=idx%3A3-1-3%2CtarId%3A1426598250543%2Ctas%3Atravelbird+,"Dennis Klompalberts, Symen Jansma",Travel,NLD,,
Sols,http://www.sols.com,http://www.linkedin.com/company/sols,"Kegan Schouwenburg, Joel Wishkovsky","Curated Web, Manufacturing, Fashion, Health Care",USA,,
The News Lens,http://www.thenewslens.com,,,"News, Social Media",TWN,,
Boomerang Commerce,http://www.BoomerangCommerce.com,http://www.linkedin.com/company/3240435,Gurushyam Hariharan,"Analytics, Internet, Retail, E-Commerce",USA,,
Eyefreight,http://www.eyefreight.com,http://www.linkedin.com/company/eyefreight,Yung F,"Shipping, Logistics, Supply Chain Management, Software",USA,,
The Funding Portal,http://www.thefundingportal.com,http://www.linkedin.com/company/2289642,Teri Kirk,"Venture Capital, Finance, Crowdfunding",CAN,,
Chartcube,http://www.chartcube.com,http://www.linkedin.com/company/3495916,"Pankaj Tibrewal, Deepak Alur","Curated Web, Analytics, Data Visualization, Collaboration, Freemium, Mobile",USA,,
Agilis Biotherapeutics,http://www.agilisbio.com,,,Biotechnology,USA,,
Membersuite,http://membersuite.com,http://www.linkedin.com/company/membersuite-inc.,Andrew Ryan,Nonprofits,USA,,
City Dining Cards,http://www.citydiningcards.com,,,Advertising,USA,,
Compact Imaging,http://www.compactimaging.com,,,Health and Wellness,USA,,
Ozy Media,http://ozy.com,,Samir Rao,"News, Information Services, Digital Media",USA,,
Montage Technology,http://www.montage-tech.com,http://www.linkedin.com/company/montage-technology-inc,Chonghe Yang,Semiconductors,CHN,,
Blockchain,http://blockchain.com/,http://www.linkedin.com/company/blockchain,"Peter Smith, Ben Reeves, Nicolas Cary","FinTech, Finance Technology, Bitcoin, Banking, Finance",,,
BTCXIndia,https://btcxindia.com,http://www.linkedin.com/company/2274725,Mupparaju Siva Kameswara Rao,"Cryptocurrency, Bitcoin, Trading, Financial Exchanges",IND,,
Yoka,http://yoka.com,,Zhou Jun,Fashion,CHN,,
Quantum Technology Sciences,http://qtsi.co,http://www.linkedin.com/company/530361,"Christopher Bailey, Freddie Garcia",Security,USA,,
IQcard,http://iqcard.ru,,Ekaterina Konovalova,Nonprofits,RUS,,
Ancora Pharmaceuticals,http://www.ancorapharma.com,http://www.linkedin.com/company/corden-pharma-gmbh,,Biotechnology,USA,,
trbo GmbH,http://trbo.com,,,"Advertising, Analytics, Optimization, E-Commerce",DEU,,
Respira Therapeutics,http://www.respiratherapeutics.com,,,"Healthcare Services, Therapeutics, Medical",USA,,
RIFT.io,http://www.riftio.com,https://www.linkedin.com/company/rift-io,Greg Alden,"Startups, Innovation Management, Technology",USA,,
Voradius,http://voradius.nl,,"Jop Houben, Sebastiaan Ambtman, Martijn Jansen",Curated Web,NLD,,
CleveX,http://clevex.com,,,Health and Wellness,USA,,
Morele.net,http://www.morele.net,,,E-Commerce,POL,,
RADWIN,http://www.radwin.com,http://www.linkedin.com/company/radwin,Sharon Sher,"Communications Hardware, Communications Infrastructure, Telecommunications, Wireless, Mobile",ISR,,
Klikin,http://www.klikin.com/,http://www.linkedin.com/company/2665174,,"Mobile Commerce, Mobile Software Tools, Internet",ESP,,
Neurovance,http://www.neurovance.com/,,"Franklin P. Bymaster, Anthony A. McKinney",Biotechnology,USA,,
Concur Japan,http://concur.com/ja-jp,http://www.linkedin.com/company/concur-technologies,,"Cloud Computing, Travel, SaaS",JPN,,
Mediastream,http://mediastre.am,http://www.linkedin.com/company/mediastream-chile,Luis Ahumada,Video Streaming,CHL,,
Autopilot,http://www.autopilot.io,,,"Real Time, SEO, Automotive, Limousines, Public Transportation",USA,,
iStyle Inc.,http://istyle.co.jp,,"Meyumi Yamada, Tetsuro yoshimats","Cosmetics, Beauty, Specialty Retail, Online Reservations, E-Commerce, Social Media, Internet",JPN,,
SEVENROOMS,http://www.sevenrooms.com,,"Allison Page, Joel Montaniel, Kinesh Patel","Hospitality, Nightlife, Restaurants",USA,,
txtsmarter,http://www.txtsmarter.com,http://www.linkedin.com/company/3497473,"Roger Sanford, Tom Harper, Nuri Otus","Android, iOS, Enterprise Software, Mobile",USA,,
eHealthDirect,http://ehealthdirect.net/,,,"E-Commerce, Health Care",USA,,
Distractify,http://distractify.com,http://www.linkedin.com/company/distractify,"Yosef Lerner, Quinn H",News,USA,,
Riffsy,https://www.riffsy.com/,http://www.linkedin.com/company/3815701,"Frank Nawabi, Erick Hachenburg, David McIntosh","Messaging, Social Media, Video",USA,,
FaceFirst (Airborne Biometrics),http://facefirst.com,,Joseph Rosenkrantz,Software,USA,,
Trufa,http://trufa.net,,"Guenther Tolkmit, Andreas Mielke, Ralph Treitz",Analytics,DEU,,
BeSmart,http://besmart.net,,Alexander Knyazev,"Content, Social Network Media, Education",RUS,,
Resinate Corporation,http://www.resinatecorp.com,,Christopher Poirier,Manufacturing,USA,,
Juno Therapeutics,http://junotherapeutics.com,http://www.linkedin.com/company/juno-therapeutics,"Michel Sadelain, Isabelle Rivi\xe8re, Stan Riddell, Michael Jensen, Phil Greenberg, Renier Brentjens","Health and Wellness, Health Care, Biotechnology",USA,,
AeroDron,http://www.aerodron.com,,"Mascia Foschi, Giorgio Ugozzoli, Fausto Ugozzoli","Drones, Curated Web, Aerospace",ITA,,
Playnery,http://www.playnery.com,,Henry Park,Games,KOR,,
Azanda,http://www.azanda.com/,https://www.linkedin.com/company/9482291,,Information Technology,FRA,,
LIVELENZ,http://www.livelenz.com,http://www.linkedin.com/company/livelenz,,"Predictive Analytics, Incentives, Real Time, Employment, Human Resources, Gamification, Consumer Electronics, Software",CAN,,
Grokker,http://grokker.com,https://www.linkedin.com/company/3048734?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A3-1-7%2CtarId%3A1429294464479%2Ctas%3Agrokker,Lorna Borenstein,"Video, Health and Wellness",USA,,
edupristine,http://edupristine.com,http://www.linkedin.com/company/edupristine,"Sarita Chand, Pawan Prabhat, Atul Kumar","Corporate Training, Education",IND,,
RenRen Headhunting,http://rrlt.com,,Yuhao Wang,"Recruiting, Curated Web, Web Development, Crowdsourcing",CHN,,
txtsmarter,http://www.txtsmarter.com,http://www.linkedin.com/company/3497473,"Roger Sanford, Tom Harper, Nuri Otus","Android, iOS, Enterprise Software, Mobile",USA,,
eHealthDirect,http://ehealthdirect.net/,,,"E-Commerce, Health Care",USA,,
Distractify,http://distractify.com,http://www.linkedin.com/company/distractify,"Yosef Lerner, Quinn H",News,USA,,
Riffsy,https://www.riffsy.com/,http://www.linkedin.com/company/3815701,"Frank Nawabi, Erick Hachenburg, David McIntosh","Messaging, Social Media, Video",USA,,
FaceFirst (Airborne Biometrics),http://facefirst.com,,Joseph Rosenkrantz,Software,USA,,
Trufa,http://trufa.net,,"Guenther Tolkmit, Andreas Mielke, Ralph Treitz",Analytics,DEU,,
BeSmart,http://besmart.net,,Alexander Knyazev,"Content, Social Network Media, Education",RUS,,
Resinate Corporation,http://www.resinatecorp.com,,Christopher Poirier,Manufacturing,USA,,
Grokker,http://grokker.com,https://www.linkedin.com/company/3048734?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A3-1-7%2CtarId%3A1429294464479%2Ctas%3Agrokker,Lorna Borenstein,"Video, Health and Wellness",USA,,
Auspherix,http://auspherix.com,,Ian Charles,Health Care,NOR,,
edupristine,http://edupristine.com,http://www.linkedin.com/company/edupristine,"Sarita Chand, Pawan Prabhat, Atul Kumar","Corporate Training, Education",IND,,
RenRen Headhunting,http://rrlt.com,,Yuhao Wang,"Recruiting, Curated Web, Web Development, Crowdsourcing",CHN,,
Wunder,http://www.wunder.org,https://www.linkedin.com/company/wundercar-mobility-services-gmbh,Gunnar Froh,"Ride Sharing, Marketplaces, Apps, Mobile Commerce, Emerging Markets, Mobility, Transportation, Public Transportation",DEU,,
Covasoft,http://www.covasoft.com/,,,Software,,,
AdCamp,http://adcamp.ru/,,,Advertising,RUS,,
PATHAR INC,http://www.pathar.net,http://www.linkedin.com/company/pathar-llc,,Software,USA,,
Etaoshi,http://www.etaoshi.com,,Zhang Yang,"Delivery, Hospitality",CHN,,
Avalanche Biotech,http://avalanchebiotech.com,http://www.linkedin.com/company/avalanche-biotechnologies-inc.,"Mitchell H. Finer, Steven D. Schwartz, Thomas W. Chalberg, Mark S. Blumenkranz",Biotechnology,USA,,
MBio Diagnostics,http://mbiodx.com,https://www.linkedin.com/company/mbio-diagnostics-inc-,Christopher J. Myatt,"Health Diagnostics, Biotechnology",USA,,
Dabo Health,http://dabohealth.com,,Camilo Barcenas,"Healthcare Services, Health Care Information Technology",USA,,
Athos,http://liveathos.com,,"Dhananja Jayalath, Chris Wiebe, Chamath Palihapitiya","Wearables, Fashion, Fitness, Technology, Health and Wellness",USA,,
Doctor on Demand,http://doctorondemand.com,http://www.linkedin.com/company/doctor-on-demand,"Jay McGraw, Adam Jackson",Health Care,USA,,
CAIS,http://caisgroup.com,http://www.linkedin.com/company/cais-group,"Rafay H. Farooqui, Matt Brown",Software,USA,,
Improbable,http://www.improbable.io,https://www.linkedin.com/company/improbable,"Rob Whitehead, Herman Narula","Cloud Computing, Software, Technology, Games",GBR,,
Arctic Wolf Networks,http://arcticwolf.com,http://www.linkedin.com/company/arctic-wolf-networks,"Kim Tremblay, Brian NeSmith",Network Security,CAN,,
Vsevcredit.ru,http://vsevcredit.ru,,,"FinTech, Finance",RUS,,
Coinplug,http://www.coinplug.com,,"Jay Hong, Ryan Uhr","Finance Technology, Bitcoin, Finance",KOR,,
MixVille,http://mixville.ru,,,"Coffee, Mass Customization, E-Commerce",RUS,,
BABADU,http://babadu.ru,,Natalia Shkirtil,E-Commerce,USA,,
ARMO BioSciences,http://armobio.com,,Martin Oft,Biotechnology,USA,,
Editas Medicine,http://www.editasmedicine.com,http://www.linkedin.com/company/4995975,"J. Keith Joung, Jennifer A. Doudna, Feng Zhang, George Church","Biotechnology, Health Care",USA,,
Tinybop,http://tinybop.com,,Raul Gutierrez,"iOS, Education, Apps, Software, Media, Life Sciences, Kids",USA,,
Focaltech Systems,http://www.focaltech-systems.com/,,,Electronics,TWN,,
ABSMaterials,http://www.absmaterials.com,http://www.linkedin.com/company/349312,Paul Edmiston,Clean Technology,USA,,
Watson Brown,http://www.wb-hsm.com,,,Clean Technology,GBR,,
Crowd Cast,http://crowdcast.jp,,,"Startups, Small and Medium Businesses, Software, Mobile",JPN,,
Allergen Research Corporation,http://allergenresearch.com,,Bryan Walser,Hospitality,USA,,
Qnergy,http://www.qnergy.com,https://www.linkedin.com/company/ricorsolar,,Manufacturing,,,
"Influence Technologies, LLC",http://influence.tv,https://www.linkedin.com/company/influence-technologies-llc,Jeff Swaim,"Online Video Advertising, Lead Generation, Email Marketing, CRM, Mobile Video, Internet",USA,,
Zoomvy,http://www.zoomvy.com,,,"Online Shopping, E-Commerce",USA,,
TrialBee,http://trialbee.com,http://www.linkedin.com/company/trialbee,Tobias Folkesson,"Bio-Pharm, Software, Pharmaceuticals",SWE,,
GirnarSoft,http://www.girnarsoft.com,https://www.linkedin.com/company/girnarsoft,"Anurag Jain, Amit Jain","Mobility, Mobile Software Tools, Web Development, Enterprise Software",IND,,
"Pricebook Co., Ltd.",http://www.pricebook.co.id,,,E-Commerce,JPN,,
ProtectWise,http://www.protectwise.com,http://www.linkedin.com/company/3087510,"Gene Stevens, Scott Chasin","Information Security, Network Security",USA,,
Domino Data Lab,http://www.dominodatalab.com,http://www.linkedin.com/company/domino-data-lab,"Chris Yang, Nick Elprin, Matthew Granade","Machine Learning, Analytics, Software, Data Mining",USA,,
Dimension Therapeutics,http://dimensiontx.com,https://www.linkedin.com/company/dimension-therapeutics,"Allan M. Fox, Ben Auspitz",Biotechnology,USA,,
Jaunt,http://jauntvr.com,http://www.linkedin.com/company/jaunt-vr,"Tom Anna, Jens Christensen, Arthur van Hoff",Software,USA,,
Xooker,https://gust.com/companies/xooker,,Conrad R. Carney II,"Messaging, Incentives, App Marketing, Gamification, 3D, Games, Loyalty Programs, Mobile",USA,,
Veritract,http://veritract.com,,John Fang,Hardware + Software,USA,,
21 Inc,https://21.co,https://www.linkedin.com/company/21dotco,"Matt Pauker, Nigel Drego, Daniel Fir, Veerbhan Kheterpal, Nigel Drego, Matt Pauker, Matthew Pauker, Balaji S. Srinivasan","Bitcoin, Big Data, Hardware + Software, Technology",USA,,
"SmartStory Technologies, Inc.",http://www.smartstory.com/,http://www.linkedin.com/company/3806750,Michael Boerner,"Marketing Automation, CRM, Enterprise Software, E-Commerce, Video, Technology",USA,,
Intelligent Reach,http://www.intelligentreach.com,http://www.linkedin.com/company/2594176,,Advertising,GBR,,
Par8o,http://www.par8o.com,http://www.linkedin.com/company/par8o,"Adam Sharp, Daniel Palestrant","Fitness, Health Care, Health and Wellness",USA,,
CytoVale,http://www.cytovale.com/,,"Ajay Shah, Dino Di Carlo",Biotechnology,USA,,
B2X Care Solutions,http://www.b2x.com,http://www.linkedin.com/company/b2x-care-solutions,Karim Barkawi,"Supply Chain Management, Tablets, Customer Service, Hardware + Software, Mobile",USA,,
onlinetours,http://www.onlinetours.ru,,,E-Commerce,RUS,,
NAME'S Online Department Store,http://names.ru,,Vakhtang Akirtava,"Online Shopping, Fashion, Retail, E-Commerce",RUS,,
VitalFields,http://vitalfields.com,,"Vahur Meus, Martin Rand",Software,EST,,
OpenAgent.com.au,http://www.openagent.com.au,http://www.linkedin.com/company/openagent-com-au,"Marta Higuera, Zoe Pointon","Property Management, Hardware, Real Estate",AUS,,
Synoste Oy,http://synoste.fi,https://www.linkedin.com/company/synoste-oy,Harri Hallila,Biotechnology,FIN,,
TouchBistro,http://touchbistro.com,http://www.linkedin.com/company/touchbistro,Alex Barrotti,Software,USA,,
QRxPharma,http://qrxpharma.com,,,Biotechnology,AUS,,
BBOXX,http://www.bboxx.co.uk,http://www.linkedin.com/company/bboxx-ltd,,Hardware + Software,GBR,,
BTCjam,http://btcjam.com,http://www.linkedin.com/company/btcjam,Celso Pitta,"Consumer Lending, Bitcoin, Finance",USA,,
XOEye Technologies,http://www.xoeye.com,,"Aaron Salow, Chris Salow","Wearables, Logistics, Construction, Manufacturing, Enterprise Software",USA,,
Verto Analytics,http://vertoanalytics.com,http://www.linkedin.com/company/verto-analytics,,"Business Intelligence, Telecommunications, Cloud Computing",USA,,
Carousell,http://carousell.co,https://www.linkedin.com/company/carousell,"Lucas Ngoo, Marcus Tan Yi Wei, Quek Siu Rui",Curated Web,SGP,,
Maxta,http://www.maxta.com,http://www.linkedin.com/company/maxta-inc-,Yoram Novick,Software,USA,,
Sprig,http://www.sprig.com/,https://www.linkedin.com/company/sprig-dine-on-demand?trk=ppro_cprof,"Morgan Springer, Neeraj Berry, Gagan Biyani, Matt Kent","Delivery, Hospitality",USA,,
Calysta Energy,http://calystaenergy.com,http://www.linkedin.com/company/calysta-energy,David McElroy,Biotechnology,USA,,
91JinRong,http://91jinrong.com,,Zewei X,"Curated Web, Finance",CHN,,
RapidMiner,http://www.rapidminer.com,http://www.linkedin.com/company/rapidminer,"Ralf Klinkenberg, Ingo Mierswa","Big Data, Predictive Analytics, Big Data Analytics, Text Analytics, Machine Learning, Analytics",USA,,
Visicon Technologies,http://www.visicontech.com,,Daniel Freifeld,"Software, Test and Measurement, Medical Devices",USA,,
iMoney Group,http://www.imoney.my,,"Edmund Kwok, Ching Wei Lee","Real Estate Investors, Customer Service, Analytics, Finance, Internet, Financial Services, E-Commerce",MYS,,
Sensity Systems,http://www.sensity.com,http://www.linkedin.com/company/sensity-systems,"Rao Arimilli, Hugh Martin, Rusty Cumpston","Networking, Systems, Energy Efficiency",USA,,
Savaari Car Rentals,http://savaari.com,,Gourav Aggarwal,Public Transportation,IND,,
Xanthus Pharmaceuticals,http://www.xanthus.com,,,Pharmaceuticals,USA,,
Superpedestrian,http://superpedestrian.com,http://www.linkedin.com/company/3257228,Assaf Biderman,Automotive,USA,,
moneymeets,http://www.moneymeets.com,http://www.linkedin.com/company/moneymeets,,"Insurance, Finance",DEU,,
Automatic,http://automatic.com,http://www.linkedin.com/company/2869860,"Thejo Kote, Jerry Jariyasunant","Cars, Manufacturing, Automotive",USA,,
iCapital Network,http://www.icapitalnetwork.com,,"Nick Veronis, Dan Vene",Finance,USA,,
Hydrocision,http://www.hydrocision.com,,,Health and Wellness,USA,,
"G1 Therapeutics, Inc.",http://www.g1therapeutics.com,,"Kwok-Kin Wong, Norman Sharpless",Biotechnology,USA,,
efileCabinet,http://www.efilecabinet.com/,http://www.linkedin.com/company/125605,,"Electronics, Software, Accounting",USA,,
Origami Inc.,http://origami.co,,Yoshiki Yasui,"Shopping, Payments, E-Commerce",JPN,,
Social Touch,http://social-touch.com,,,Social Media,CHN,,
"SEAL Innovation, Inc.",http://www.swimsealsafe.com,https://www.linkedin.com/company/seal-innovation-inc,"Graham Snyder, Courtney Mann",Hardware + Software,USA,,
EnGeneIC,http://engeneic.com,https://www.linkedin.com/company/engeneic-ltd,Jennifer A. MacDiarmid,Biotechnology,AUS,,
iScreen Vision,http://www.iscreenvision.com,http://www.linkedin.com/company/iscreen-vision,Jack R. Bellows,Health Care,USA,,
Inari Medical,http://inarimedical.com/,,,Health and Wellness,USA,,
Money Forward,http://moneyforward.com,,,Software,JPN,,
eClinicalHealth,http://clinpal.com,,,"Clinical Trials, Software",GBR,,
Numerify,http://numerify.com,http://www.linkedin.com/company/numerify,"Srikant Gokulnatha, Gaurav Rewari",Analytics,USA,,
Rebiotix,http://rebiotix.com,http://www.linkedin.com/company/rebiotix,Erwin Kelen,Biotechnology,USA,,
Magnet 360,http://www.magnet360.com/,http://www.linkedin.com/company/magnet-360,Dan Mallin,"Marketing Automation, CRM, Web Design, Web Development, Cloud Computing, Information Technology",USA,,
BI2 Technologies,http://bi2technologies.com,,,Nonprofits,USA,,
eShakti.com,http://www.eshakti.com,,B.G. Krishnan,"Designers, Fashion, Design, E-Commerce",USA,,
LeadPages,http://leadpages.net,,"Tracy Simmons, Clay Collins",Software,USA,,
Databricks,http://databricks.com,http://www.linkedin.com/company/databricks,"Ali Ghodsi, Patrick Wendell, Andy Konwinski, Reynold Xin, Ion Stoica",Analytics,USA,,
Priva Security Corporation,http://privasecurity.com,,,Software,USA,,
Sapience Analytics Private Limited,http://sapience.net,http://in.linkedin.com/company/sapience-analytics-pvt-ltd-,"Hemant Joshi, Swati Deodhar, Madhukar Bhatia, Shirish Deodhar","Task Management, Human Resources",IND,,
Claret Medical,http://claretmedical.com,,Randy Lashinski,Hardware + Software,USA,,
HiWiFi,http://hiwifi.com,,Zaven Kalayjian,Hardware + Software,CHN,,
"MCube, Inc",http://www.mcubemems.com/,http://www.linkedin.com/company/mcube-inc?report.success=KJ_KkFGTDCfMt-A7wV3Fn9Yvgwr02Kd6AZHGx4bQCDiP6-2rfP2oxyVoEQiPrcAQ7Bf,Charles Yang,Semiconductors,USA,,
SkyWave Mobile,http://skywave.com,http://www.linkedin.com/company/skywave-mobile-communications,,"Gps, Tracking, Mobile",CAN,,
Gymbox,http://www.gymbox.co.uk,,,"Fitness, Health and Wellness, Health Care",GBR,,
Cureatr,http://cureatr.com,http://www.linkedin.com/company/cureatr,"Alex Khomenko, Joseph Mayer","Health Care Information Technology, Software, Health Care",USA,,
Pranalytica,http://www.pranalytica.com/,https://www.linkedin.com/company/pranalytica,Kumar N. Patel,Manufacturing,USA,,
RedOwl Analytics,http://redowlanalytics.com,http://www.linkedin.com/company/redowl-analytics,"Renny McPherson, Les Craig, Guy Filippelli","Analytics, Software",USA,,
Graphene Frontiers,http://graphenefrontiers.com,http://www.linkedin.com/company/graphene-frontiers,"Charlie Johnson, Zhengtang Luo",Nanotechnology,USA,,
RedOwl Analytics,http://redowlanalytics.com,http://www.linkedin.com/company/redowl-analytics,"Renny McPherson, Les Craig, Guy Filippelli","Analytics, Software",USA,,
Graphene Frontiers,http://graphenefrontiers.com,http://www.linkedin.com/company/graphene-frontiers,"Charlie Johnson, Zhengtang Luo",Nanotechnology,USA,,
BookingPal,http://mybookingpal.com,https://www.linkedin.com/company/bookingpal,Alex Aydin,"Leisure, Travel, SaaS, Vacation Rentals",USA,,
Gridsum,http://www.gridsum.com/,,,"Big Data, Business Intelligence, Digital Media",CHN,,
Pagar.me,http://pagar.me,http://www.linkedin.com/company/pagar-me,"Pedro Franceschi, Henrique Dubugras",Software,BRA,,
HourlyNerd,http://www.HourlyNerd.com,http://www.linkedin.com/company/hourlynerd,"Peter Maglathlin, Pat Petitti, Rob Biederman, Joe Miller","Small and Medium Businesses, Consulting",USA,,
Salsify,http://salsify.com,http://www.linkedin.com/company/salsify,"Rob Gonzalez, Jeremy Redburn, Jason Purcell",Software,USA,,
azeti Networks AG,http://www.azeti.net,http://www.linkedin.com/company/azeti-networks-ag,"Dirk Sommerfeld, Thorsten Schaefer","Cloud Infrastructure, M2M, Internet of Things, Software",DEU,,
CureLauncher,http://curelauncher.com,http://www.linkedin.com/company/curelauncher,,"Healthcare Services, Health Care, Medical, Pharmaceuticals",USA,,
NVC Lighting,http://www.nvc-lighting.com.cn,,Changjiang W,Enterprise Software,CHN,,
Careem,http://careem.com,,"Magnus Olsson, Mudassir Sheikha","Transportation, Public Transportation",ARE,,
PrecisionHawk,http://precisionhawk.com,http://www.linkedin.com/company/winehawk-labs-unmanned-systems-i,"Ernest Earon, Christopher Dean","Drones, Databases",USA,,
Zynstra,http://www.zynstra.com,http://www.linkedin.com/company/zynstra,,Software,GBR,,
Giphy,http://giphy.com,,"Alex Chung, Jace Cooke","Service Providers, Search, Internet",USA,,
D2Audio,http://www.d2audio.com,,Rich Warwick,"Consumer Electronics, Audio, Semiconductors",,,
Zimplistic,http://www.rotimatic.com,https://www.linkedin.com/company/zimplistic-inventions,"Pranoti Nagarkar, Rishi Israni","Cooking, Consumer Electronics, Product Design, Hardware + Software, Health and Wellness",SGP,,
Bering Media,http://www.beringmedia.com,,Michael Ho,"Advertising, Data Privacy, Internet Service Providers",CAN,,
WeSpeke,http://en-us.wespeke.com,,"Michael Elchik, Jaime Carbonell","Language Learning, Education",USA,,
Gravie,http://gravie.com,http://www.linkedin.com/company/gravie,"Marek Ciolko, Abir Sen, Jill Prevost","Insurance, Health and Wellness",USA,,
Flashline,http://flashline.com/,,,Information Technology,,,
GliaCure,http://gliacure.com,,Philip Haydon,Biotechnology,USA,,
Cellworks,http://cellworksgroup.com,,"Shireen Vali, Pradeep Fernandes, Taher Abbasi",Hardware + Software,USA,,
Passei Direto,http://www.passeidireto.com,,"Andre Simoes, Rodrigo Salvador","Colleges, Universities, Social Network Media, Education",BRA,,
Ubimo,http://www.ubimo.com,https://www.linkedin.com/company/2969622,Udi Graff,Mobile,ISR,,
