Name,HomePage URL,LinkedIn Page,Founders,Category,Country,,
Coin,http://onlycoin.com,http://www.linkedin.com/company/coin-inc-,Kanishk Parashar,"Hardware + Software, Mobile",USA,,
QPID Health,http://qpidhealth.com,http://www.linkedin.com/company/2901703,"Mitch Harris, Michael Zalis","Healthcare Services, Information Technology, Health and Wellness",USA,,
LYSOGENE,http://lysogene.com/en,http://www.linkedin.com/company/lysogene,"Karen Aiach, Olivier Danos","Biotechnology, Medical",FRA,,
Tapiture,http://tapiture.com,http://www.linkedin.com/company/tapiture,"Leo Resig, John Resig, John Ellis","Curated Web, Social Network Media, Social Commerce, E-Commerce, Social Media",,,
Covacsis,http://covacsis.com,http://www.linkedin.com/company/covacsis-technologies,Tarun Mishra,"Big Data Analytics, Services, Information Technology, Enterprise Software",IND,,
PublicVine,http://www.publicvine.com,,Nam Mokwunye,"Marketplaces, Mobile, Video",USA,,
DAQO NEW ENERGY CORP,http://www.dqsolar.com/Index.php,http://www.linkedin.com/company/daqo-new-energy,,"Technology, Semiconductors",CHN,,
Hightower,http://gethightower.com,,"Donald DeSantis, Brandon Weber, Niall Smart","Mobile Enterprise, Software, Real Estate",USA,,
WEIC Corporation,http://www.weic.jp/,,,,JPN,,
Accounting SaaS Japan,http://www.a-saas.com/,,,"Cloud Computing, SaaS",JPN,,
FLENS,http://flens.ne.jp/,,,"Training, Education, All Students",JPN,,
BlueConic,http://www.BlueConic.com,https://www.linkedin.com/company/5057388,"Martijn van Berkum, Bart Heilbron","Real Time, Big Data, Marketing Automation, Multi-level Marketing, Optimization, Internet Marketing",USA,,
MedCPU,http://medcpu.com,,"Sonia Ben-Yehuda, Eyal Ephrat",Health and Wellness,USA,,
Reaction,http://www.reactionhousing.com/#inthemedia,http://www.linkedin.com/company/reaction-systems-inc.,"Graeme Waitzkin, Michael McDaniel","Architecture, Green, Design",USA,,
The Skimm,http://www.theskimm.com,,"Danielle Weisberg, Carly Zakin","News, Fashion, Media",USA,,
Push Technology,http://www.pushtechnology.com,http://www.linkedin.com/company/push-technology-limited,,"Social Games, Software, Information Services, Digital Media, Information Technology",GBR,,
In Loco Media,http://www.inlocomedia.com/,http://www.linkedin.com/company/in-loco-media,"Airton Sampaio, Denyson Messias, Andr\xe9 Ferraz","Indoor Positioning, Advertising Platforms, Local Advertising, Location Based Services, Advertising, Mobile Advertising",BRA,,
Loxo Oncology,http://www.loxooncology.com/,,Josh Bilenker,Biotechnology,USA,,
CRISPR THERAPEUTICS,http://crisprtx.com/,http://www.linkedin.com/company/crispr-therapeutics,"Daniel Anderson, Matthew Porteus, Craig Mello, Chad Cowan, Emmanuelle Charpentier",Biotechnology,GBR,,
Aquiris,http://www.aquiris.com.br/,,,"3D Technology, Entertainment, Game, 3D",BRA,,
Fyusion,http://fyusion.com/,http://www.linkedin.com/company/fyusion-inc,Radu B. Rus,"3D Technology, 3D Printing, 3D",USA,,
XLV Diagnostics,http://xlvdiagnostics.com,,,"Health Diagnostics, Electronics",CAN,,
Nyxoah,http://nyxoah.com,http://www.linkedin.com/company/nyxoah-sa,"Adi Mashiach, Robert Taub",Medical Devices,BEL,,
Baojia.com,http://baojia.com,,"Yinming Ren, Li Rubin","Cars, Internet, Distribution",CHN,,
Yan Engines,http://yanengines.com,,,"Transportation, Automotive, Energy",USA,,
NotaryAct,http://www.notaryact.com/,http://www.linkedin.com/company/notaryact,Lee Bialostok,Software,USA,,
Spark Therapeutics,http://sparktx.com,http://www.linkedin.com/company/3502356,"J. Fraser Wright, Katherine A. High, Jeffrey D. Marrazzo",Biotechnology,USA,,
Navdy,https://www.navdy.com/,http://www.linkedin.com/company/navdy,"Karl Guttag, Doug Simpson","Cars, Mobile Commerce, Displays",USA,,
AppInTop,http://appintop.com/,,,"Automated Kiosk, Internet Marketing, Mobile",SGP,,
anfix,http://anfix.com,,Jorge Pascual,"Small and Medium Businesses, Cloud Computing, Accounting",ESP,,
Encapson,http://encapson.eu,,,"New Technologies, Health Care, Medical Devices",NLD,,
Zenedge,http://www.zenedge.com,http://www.linkedin.com/company/3801485,"Yuri Frayman, Leon Kuperman, Alp Hug, Laurent Gil","Network Security, Cloud Computing, E-Commerce, Enterprise Software",USA,,
Bookmate,http://bookmate.com,,"Andrew Zotov, Victor Frumkin, Simon Dunlop","News, Social Media, E-Books",GBR,,
Beevibes,http://www.beevibes.com,http://www.linkedin.com/company/videostep,"Kris Vlaemynck, Nicolas Pollet","Big Data, Advertising",FRA,,
LocoMobi,http://locomobi.com/,http://www.linkedin.com/company/locomobi-inc-,"Grant Furlane, Barney Pell",Mobile,USA,,
How do you roll?,http://www.howdoyouroll.com/,http://www.linkedin.com/company/how-do-you-roll-,"Peter Yung, Yuen Yung",Restaurants,USA,,
AvaLAN Wireless Systems,http://avalanwireless.com/,http://www.linkedin.com/pub/avalan-wireless/5a/40a/68a,Mike Derby,"Networking, Internet of Things, Network Security, Telecommunications",USA,,
StepOne,http://steponeinc.com,http://www.linkedin.com/company/stepone-inc-,"Erik Noren, Bill Gravette, Alexander Mitchell","Software, Telecommunications, Consulting",USA,,
Area 1 Security,http://area1security.com,,"Blake Darch\xe9, Oren J. Falkowitz","Cyber Security, Data Security, Security",USA,,
Toppr,http://www.toppr.com/,http://in.linkedin.com/company/toppr-com,"Hemanth Goteti, Zishaan Hayath",Education,IND,,
Lysosomal Therapeutics,http://lysosomaltx.com,,"Edmund Sybertz, Joseph Mazzulli, Dimitri Krainc, Kees Been, Henri Termeer, Peter Wirth",Biotechnology,USA,,
ThirdSpaceLearning,http://thirdspacelearning.com/,,Tom Hooper,"Social Innovation, Education, Technology",GBR,,
SecurityScorecard Inc.,http://www.securityscorecard.com,http://www.linkedin.com/company/security-scorecard,"Sam Kassoumeh, Aleksandr Yampolskiy","Reviews and Recommendations, Cyber Security, Cloud Computing, Security, Risk Management",USA,,
La Ruche qui dit Oui,http://www.laruchequiditoui.fr/,http://www.linkedin.com/company/la-ruche-qui-dit-oui-,"Guilhem Cheron, Marc-David Choukroun",Consumers,FRA,,
Quanergy Systems,http://quanergy.com,http://www.linkedin.com/company/2873870,Louay Eldada,"Information Services, Information Technology",USA,,
Wellframe,http://www.wellfra.me,http://www.linkedin.com/company/wellframe,"Archit Bhise, Trishan Panch, Vinayak Ramesh, Jacob Sattelmair",Curated Web,USA,,
"ROKA Sports, Inc.",http://www.rokasports.com,,"Kurt Spenser, Rob Canales","Specialty Retail, E-Commerce",USA,,
The Dodo,http://thedodo.com,http://www.linkedin.com/company/the-dodo,"Izzie Lerer, Kerry Lauerman","Digital Media, Video",USA,,
Electronifie,http://www.electronifie.com,http://www.linkedin.com/company/electronifie,,"Marketplaces, Corporate Wellness, Trading",USA,,
APX Labs,http://apx-labs.com,http://www.linkedin.com/company/apx-labs,"Jeffrey Jenkins, Brian Ballard, Craig Cummings, Chris Hoyt",Software,USA,,
CircleBack Lending,http://circlebacklending.com,http://www.linkedin.com/company/circleback-lending,,"Finance, Financial Services",USA,,
POWWOW,http://studiopowwow.com/,http://www.linkedin.com/company/studio-powwow,,"Graphic Design, Entertainment, Media, Social Media, Games",IRL,,
Tripoto,http://www.tripoto.com/,http://www.linkedin.com/company/tripoto,"Anirudh Gupta, Michael Pargal Lyngdoh","Advertising Platforms, Online Travel, Social Travel",,,
Talkspace,http://talkspace.com,,"Roni Frank, Oren Frank",Consumer Internet,USA,,
Neocis,http://neocisinc.com,,"Juan Salcedo, Alon Mozes","Robotics, Medical Devices, Health Care",USA,,
Osmo,http://www.playosmo.com/,http://www.linkedin.com/company/tangible-play-inc,"Jerome Scholler, Pramod Sharma","Consumer Electronics, Entertainment, Kids, Games",USA,,
WholeWorldBand,http://wholeworldband.com/,http://www.linkedin.com/company/wholeworldband,Kevin Godley,"Visual Search, Music, Video, Social Media",IRL,,
Metabiota,http://metabiota.com,http://www.linkedin.com/company/metabiota,Nathan Wolfe,Risk Management,USA,,
SavvyCard,http://savvycard.com,,"Lisa nalewak, Daud Power",Software,USA,,
HelloMarket,http://company.hellomarket.com,,Alber Hahn,"Classifieds, Startups, Mobile Commerce, E-Commerce",KOR,,
CrowdSystems,http://crowdsystems.ru/en,,Dmitry Bezyzvestnyh,"Marketing Automation, Brand Marketing, Retail Technology",RUS,,
Icertis,http://icertis.com,http://www.linkedin.com/company/icertis,"Monish Darda, Samir Bodas","Software, SaaS, Enterprise Software, Cloud Data Services",USA,,
Ximalaya,http://ximalaya.com,,Jianjun Y,Mobile,CHN,,
ROLI,http://roli.com,,Roland Lamb,"Music, Hardware + Software, Content Creators, Hardware",GBR,,
Factorli,http://factorli.com,,Jen McCabe,"Startups, Manufacturing, Robotics",USA,,
x.ai,http://x.ai,http://www.linkedin.com/company/5191206,"Marcos Jimenez Belenguer, Alex Poon, Dennis R. Mortensen",B2B,USA,,
Teamleader,http://www.teamleader.eu/en,,"Mathias De Loore, Jeroen De Wit, Willem Delbare","Web Tools, Project Management, CRM",BEL,,
ZenMate,https://zenmate.com/,http://www.linkedin.com/company/zenguard-gmbh,"Markus H\xe4nel, Simon Specka","Privacy, Security, Browser Extensions, Software",DEU,,
Synercon Technologies,http://www.synercontechnologies.com,,Jeremy Daily,Automotive,USA,,
eCurv,http://ecurv.com,,Brian Bram,"Telecommunications, Utilities, Energy Efficiency",USA,,
Geneva Healthcare,http://genevahealthcare.com,http://www.linkedin.com/company/geneva-healthcare-llc,,"Hospitals, Health and Wellness, Medical Devices, Health Care",USA,,
Bulletproof Executive,http://www.bulletproofexec.com/,,David Asprey,"Nutrition, Fitness, Active Lifestyle",CAN,,
Soundtrack Your Brand,http://www.soundtrackyourbrand.com,http://www.linkedin.com/company/soundtrack-your-brand,"Ola Sars, Andreas Liffgarden",Music,SWE,,
Busbud,http://www.busbud.com,http://www.linkedin.com/company/busbud,"Michael Gradek, LP Maurice, Frederic Thouin","Software, Travel",CAN,,
Earnest,http://meetearnest.com,http://www.linkedin.com/company/earnest-inc,"Benjamin Hutchinson, Louis Beryl","Consumer Lending, Finance, Credit",USA,,
Kaufmann Mercantile,http://kaufmann-mercantile.com,http://www.linkedin.com/company/2154434,Sebastian Kaufmann,"Online Shopping, Retail, Lifestyle, E-Commerce",USA,,
NeuroNation.de,http://www.neuronation.de,,"Jakob Futorjanski, Ilya Shabanov, Rojahn Ahmadi","Online Gaming, Health and Wellness",DEU,,
LuckyFish Games,http://www.luckyfishgames.com/,,,Game,ISR,,
Clearpath Robotics,http://clearpathrobotics.com,http://www.linkedin.com/company/clearpath-robotics,"Patrick Martinson, Bryan Webb, Ryan Gariepy, Matt Rendall","Robotics, Software",CAN,,
Econais Inc.,http://www.econais.com,http://www.linkedin.com/company/econais,Dimitris Leonardos,"M2M, Software, Internet of Things, Wireless",USA,,
Tamr,http://www.tamr.com/,https://www.linkedin.com/company/2965831,"Ihab Ilyas, Andy Palmer, Mike Stonebraker","Data Integration, Enterprises, Optimization, Technology",USA,,
Epidemic Sound,http://www.epidemicsound.com,http://www.linkedin.com/company/epidemic-sound,"JAN (Zac) ZACHRISSON, OSCAR H\xd6GLUND","Film, Television, Music",SWE,,
Survios,http://survios.com,http://www.linkedin.com/company/survios,"Nathan Burba, James Iliff","Hardware, Games",USA,,
6sense,http://www.6sense.com,http://www.linkedin.com/company/6sense,"Viral Bajaria, Amanda Kahlow, Premal Shah, Dustin Chang, Shane Moriah","Predictive Analytics, Sales and Marketing, B2B",USA,,
SmartVault,http://www.smartvault.com/,http://www.linkedin.com/company/smartvault-corporation,Eric Pulaski,"File Sharing, Software, Document Management, SaaS",USA,,
ralali,http://www.ralali.com/,http://www.linkedin.com/company/ralali-com,Joseph Aditya,E-Commerce,IDN,,
Cue,http://cue.me,http://www.linkedin.com/company/3724579,,Biotechnology,USA,,
MediSens,http://medisens.com,https://www.linkedin.com/company/medisens-inc.,"Jay Rindena, Majid Sarrafzadeh",Biotechnology,USA,,
Stayzilla,http://stayzilla.com,https://in.linkedin.com/company/stayzilla,"Rupal Yogendra, Sachit Singhi, Sachit Singhi, Yogendra Vasupal","Travel, Online Reservations, Hotels, E-Commerce",IND,,
Beddit,http://beddit.com,http://www.linkedin.com/company/beddit,,Health and Wellness,FIN,,
MyRealTrip,http://www.myrealtrip.com,,"Minseo Baek, Donggun Lee","Marketplaces, Collaborative Consumption, Travel",KOR,,
Baoku,http://baoku.com,,Xuesong Wang,Travel,CHN,,
RallyPoint,http://www.RallyPoint.com,http://www.linkedin.com/company/2589131,"Yinon Weiss, Aaron Kletzing","Professional Networking, DOD/Military, Social Media",USA,,
Keystone Heart,http://keystoneheart.com,http://www.linkedin.com/company/2768313,,"Health Care, Health and Wellness, Medical Devices, Medical",ISR,,
LoungeBuddy,http://www.loungebuddy.com,http://www.linkedin.com/company/loungebuddy,"Brent Griffith, Zac Altman, Tyler Dikman","Android, iOS, Startups, Travel",USA,,
Netskope,https://www.netskope.com,http://www.linkedin.com/company/netskope,Sanjay Beri,"Data Security, Information Security, Cloud Security, Software",USA,,
PeopleDoc,http://people-doc.com,https://www.linkedin.com/company/peopledocfrance,Jonathan Benhamo,"EdTech, Human Resources, Innovation Engineering, Education, SaaS",USA,,
Sinch,https://www.sinch.com,https://www.linkedin.com/company/sinch,Andreas Bernstrom,Software,USA,,
Innometrics,http://innometrics.com/,http://www.linkedin.com/company/innometrics-2,,Software,SWE,,
PowWow Mobile Inc,http://www.powwowmobile.com,http://www.linkedin.com/company/powwow-inc,"Andrew Cohen, Jonathan Kaplan",Software,USA,,
Hesapno Numaralari,http://www.hesapno.com,http://www.linkedin.com/company/hesapno-com,,"Payments, Software",,,
projepedia.com,https://www.projepedia.com/,http://www.linkedin.com/company/projepedia-com,,Classifieds,TUR,,
Melty,http://www.melty.fr/,http://www.linkedin.com/company/eeple---melty.fr,,"News, Social Network Media, Social Media, Internet",FRA,,
SanteVet,http://www.santevet.com/,http://www.linkedin.com/company/sant-vet,,"Veterinary, Health and Insurance, Pets, Health and Wellness",FRA,,
Yakarouler,http://www.yakarouler.com/,http://www.linkedin.com/company/2466503,,"Marketplaces, Discounts, Automotive",FRA,,
Prixtel,http://www.prixtel.com/,http://www.linkedin.com/company/prixtel,,"Telecommunications, Internet, Mobile",FRA,,
Selectron,http://www.selectron.ch/de/index.php,http://www.linkedin.com/company/selectron-systems-ag,,"Industrial Automation, Industrial",CHE,,
CoachClub,http://us.coachclub.com/us,http://www.linkedin.com/company/386654,,"Sports, Fitness, Health and Wellness",FRA,,
Onovative,http://onovativebanking.com,http://www.linkedin.com/company/3043883,"S . Clay Turner, Michael Browning",Banking,USA,,
MoneyStream,http://www.moneystream.com,http://www.linkedin.com/company/moneystream,Mike Bertrand,"Mobile Payments, Payments, Billing",USA,,
MasCupon,http://www.mascupon.es,,Alex Sepulveda Bianco,"Coupons, Discounts, Internet",ESP,,
ArtBinder,http://artbinder.com,http://www.linkedin.com/company/artbinder,Alexandra Chemla,Software,USA,,
FIT Solutions,http://fitcons.com,http://www.linkedin.com/company/fit-consulting,,Technology,TUR,,
Mediakraft Networks,http://mediakraftnetworks.de,http://www.linkedin.com/company/mediakraft,"Spartacus J Olsson, Jan Schl\xfcter",Online Video Advertising,DEU,,
Onedio,http://onedio.com/,,"Arsen Nurmagomedov, Kaan Kayabal\u0131",News,TUR,,
Pro.com,http://Pro.com,,"Eric Wilson, Greg Meyer, Dean Falconer, Matt Williams","Home Renovation, Home & Garden",USA,,
"Dropoff, Inc.",http://www.dropoff.com,http://www.linkedin.com/company/dropoff,"Christian Carollo, Ted Hong, Jason Klann, Sean Spector",Logistics Company,USA,,
Ecrebo,http://www.ecrebo.com,http://www.linkedin.com/company/2968638,"David Vernon, Hassan Hajji",Enterprise Software,GBR,,
JourneyPure,http://www.journeypure.com/,,"Kevin Lee, Sam MacMaster",Biotechnology,USA,,
PaytoGo,http://www.paytogo.com/,,,Mobile Payments,TUR,,
Tablet Seminerler,http://tabletseminerler.com/,http://www.linkedin.com/groups/Tablet-Seminerler-Grubu-Happy-Tabletting-3906193?home=&gid=3906193&trk=anet_ug_hm,,Publishing,TUR,,
Mapps.com.tr,http://www.mapps.com.tr,,,Software,,,
59Saniye,http://www.59saniye.com/,,,Video,,,
GastroClub,http://www.gastroclub.com.tr/,,,E-Commerce,TUR,,
BuldumBuldum.com,http://www.buldumbuldum.com/,http://www.linkedin.com/company/694433,,E-Commerce,TUR,,
Dugun.com,http://dugun.com/,http://www.linkedin.com/company/d-n-com,,E-Commerce,TUR,,
Hazinem.com,http://www.hazinem.com,http://www.linkedin.com/company/2616609,,E-Commerce,TUR,,
Sopsy.com,http://sopsy.com,http://www.linkedin.com/company/sopsy,Murat Y\u0131ld\u0131r\u0131m,E-Commerce,TUR,,
Telefonkilifim,http://www.telefonkilifim.com/,,,E-Commerce,,,
Tatil Sepeti,http://tatilsepeti.com/,,,E-Commerce,,,
Joyfoodz,http://www.joyfoodz.com/,http://www.linkedin.com/company/joyfoodz,,E-Commerce,TUR,,
Sporcum.com,http://www.sporcum.com/,http://www.linkedin.com/company/sporcum-com,Ahmet Abamor,E-Commerce,TUR,,
Thinktwice,http://thinktwice.ru,,,"Trading, Investment Management",RUS,,
The Old Reader,http://theoldreader.com/,,,"Web Tools, Internet, Subscription Businesses",RUS,,
Drive YOYO,http://www.driveyoyo.com,http://www.linkedin.com/company/yoyo-car-sharing-llc,"Yavuz Barkin, Berkman Cavusogl, Bora Samman, Can Turanl\u0131","Curated Web, Travel, Online Rental",TUR,,
Viva Dengi,http://www.vivadengi.ru/,,,Financial Services,RUS,,
Smartmarket,http://SmartMarket.net,,,"Algorithms, Crowdfunding",RUS,,
AramisAuto,http://www.aramisauto.com/,,,"Cars, Direct Sales, Brokers",FRA,,
Medikidz,http://medikidz.com,,"Kate Hersov, Kim Chilman Blair","Education, Publishing, Medical",GBR,,
Redbird,http://redbird.fr/,https://www.linkedin.com/company/redbird,"Benjamin Hugonet, Emmanuel de Maistre, Emmanuel Noirhomme","Drones, Big Data Analytics, Infrastructure, Mining Technologies",FRA,,
Vdolg,http://vdolg.ru/,,,Financial Services,RUS,,
VCV,http://vcv.ru/,,,Recruiting,RUS,,
xLander.ru,http://www.xlander.ru/,,,"Reviews and Recommendations, Adventure Travel, Social Travel",,,
YouDo,http://youdo.com,http://www.linkedin.com/company/youdo_2,,Advertising,RUS,,
Shop Points,http://shoppoints.ru,,,"Advertising, Retail, Mobile",RUS,,
Seismotech,http://seismotech.ru,,,"Data Centers, Space Travel, Geospatial",RUS,,
Rustoria,http://rustoria.ru/,,,"Social Network Media, Blogging Platforms, Media",RUS,,
Mall Street,http://mallstreet.ru,,,"Online Shopping, E-Commerce, Consumer Goods, Kids",RUS,,
Apartama,http://apartama.ru/,,,"Home Decor, Online Shopping, DIY",RUS,,
Topmall,http://topmall.ua/,,,E-Commerce,UKR,,
Dimeres,http://www.dimeres.com/,,,"Skill Assessment, Shopping, Retail",RUS,,
Mir Vracha,http://mirvracha.ru,http://www.linkedin.com/company/mirvracha-,,"Internet, Medical, Internet Marketing, Pharmaceuticals",RUS,,
StarCard,http://scard.ru/,,,Business Services,RUS,,
Fogg Mobile,http://www.foggmobile.com,http://www.linkedin.com/company/fogg-mobile-ab,"Anders P\xe5ls, Mathias Thomsen, Carl-Magnus Stenberg","Internet of Things, Mobile",USA,,
MirDeneg,http://MirDeneg.ru,,,"Portals, Finance, Financial Services",RUS,,
Qiwi Post,http://qiwipost.ru/,,,"Delivery, Transportation, Postal and Courier Services",RUS,,
Limelight Health,http://limelighthealth.com/,,"Alan Leard, Michael Lujan, Garrett Viggers, Jason T. Andrew","Health and Insurance, Insurance, SaaS, Health Care",USA,,
QRGL,http://qrgl-technology.com/,,,"Product Development Services, QR Codes, Loyalty Programs",RUS,,
Pruffi,http://pruffi.ru/,http://www.linkedin.com/company/pruffi,,"Recruiting, Human Resources, Internet",RUS,,
Sravnikupi,http://www.sravnikupi.ru/,,,"Cars, Insurance, Risk Management",RUS,,
Fabrika Online,http://fabrikaonline.ru/,,,Games,RUS,,
Sverhmarket,http://sverhmarket.ru,,,"E-Commerce Platforms, Online Shopping, Consumer Goods",RUS,,
FoodByNet,http://www.foodbynet.ru,,,"B2B, Retail, Consumer Goods, E-Commerce",RUS,,
ESKY,http://www.esky.ru/,,,Online Shopping,RUS,,
Anokion SA,http://anokion.com/,http://www.linkedin.com/company/anokion-sa,"Oscar Buset, Melody Swartz, David Lowin, Kristen Lorentz, Stephan Kontos, Prof. Jeffrey A. Hubbell",Biotechnology,CHE,,
Grofers,http://grofers.com,http://www.linkedin.com/company/3561164,Albinder Dhindsa,"Consumer Electronics, Hardware, Pharmaceuticals, Retail",IND,,
Bastille,https://www.bastille.io/,http://www.linkedin.com/company/bastille-networks,Christopher J. Rouland,"Internet of Things, Information Security, Security, Cyber Security",USA,,
Planeta.ru,http://planeta.ru/,,,"Finance, Web Tools, Crowdfunding",RUS,,
Grivy.com,http://www.grivy.com,http://www.linkedin.com/company/grivy,Jan Oudeman,"Online Auctions, E-Commerce",IDN,,
GlobalLab,http://globallab.ru,,,"Online Education, Skill Assessment, University Students",RUS,,
iiko,http://iiko.ru/,http://www.linkedin.com/company/iiko,,"Hospitality, Entrepreneur, Industrial Automation",RUS,,
iConText,http://icontext.ru/,http://www.linkedin.com/company/icontext,,"Promotional, Ad Targeting, Advertising",RUS,,
Trends Brands,http://www.trendsbrands.ru/,http://www.linkedin.com/company/trends-brands,,"Fashion, Online Shopping, Consumer Goods",RUS,,
Zakazaka,http://zakazaka.ru/,,,"Delivery, Recipes, Specialty Foods",,,
BitPay,http://bitpay.com,http://linkedin.com/company/bitpay-inc-,"Anthony Gallippi, Antonio Gallippi, Stephen Pair","Bitcoin, Finance",USA,,
Domosite,http://domosite.ru/,,,"Home Owners, Private Social Networking, Internet",,,
Pluto TV,http://www.pluto.tv,https://www.linkedin.com/company/3656219,"Ilya Pozin, Tom Ryan","Internet TV, Entertainment, Video",USA,,
Wurldtech,http://www.wurldtech.com/,http://www.linkedin.com/company/wurldtech-security-technologies,,"Certification Test, Cyber Security, Infrastructure",CAN,,
HomeMe.ru,http://www.homeme.ru/,,,"Furniture, Interior Design, Home Decor, Manufacturing",RUS,,
Mebelrama,http://www.mebelrama.ru/,http://www.linkedin.com/company/mebelrama-ru,,"Furniture, Utilities, Shopping, Internet, E-Commerce",RUS,,
Happlink,http://happlink.ru/,,,"Social Network Media, Publishing, Services",,,
Group-IB,http://www.group-ib.com/,http://www.linkedin.com/company/group-ib,,"Cyber Security, Data Security, Fraud Detection",RUS,,
GoTable,http://gotable.ru/,,,"Reviews and Recommendations, Nightlife, Restaurants",,,
AutoSpot,http://autospot.ru/,,,E-Commerce,RUS,,
Appsindep,http://ggeek.ru/,,,Games,RUS,,
"Anews, Inc.",http://www.anews.com/,,,"News, Digital Media, Personalization, Blogging Platforms",RUS,,
Capptain,http://www.capptain.com/,,,"Analytics, Information Services, Mobile, Information Technology",RUS,,
Breeze Technology,http://oplatatransporta.ru/,,,Ticketing,RUS,,
HipClub,http://hipclub.ru/,,,Online Travel,RUS,,
EUROBOX,http://eurobox.co/,,,E-Commerce,UKR,,
TrueAccord,http://www.trueaccord.com,,"Nadav Samet, Nadav Samet, Ohad Samet","FinTech, Finance Technology",USA,,
Wandera,http://wandera.com,http://www.linkedin.com/company/wandera-inc-,"Eldar Tuvey, Roy Tuvey",Mobile,USA,,
"astamuse company, ltd.",http://www.astamuse.co.jp/en/,,Ayumu Nagai,"Intellectual Property, Human Resources, Consulting, Databases",JPN,,
Vurb,http://vurb.com,http://www.linkedin.com/company/vurb,"Gil Elbaz, Bobby Lo",Search,USA,,
Igneous Systems,http://igneous.io/,,Kiran Bhageshpur,"Big Data, Storage, Technology",USA,,
Table8,http://table8.us,http://www.linkedin.com/company/table8,Santosh Jayaram,Entertainment,USA,,
ALTILIA,http://www.altiliagroup.com,http://www.linkedin.com/company/altilia,"Ermelinda Oro, Massimo Ruffolo","Big Data, Big Data Analytics, Software",,,
TrademarkNow,http://trademarknow.com,http://www.linkedin.com/company/onomatics-inc-,"Heikki Vesalainen, Anna Ronkainen, Matti Kokkola, Mikael Kolehmainen",Software,USA,,
Flux Factory,http://www.flux.io/,,"Jen Carlile, Nicholas Chim","Product Design, Software, Design, Construction",USA,,
Pied Piper,http://www.piedpiper.com,,Nelson Bighetti,"Cloud Computing, SaaS, Technology",USA,,
Roadie,https://www.roadie.com/,,Marc J. Gorlin,"Shipping, Software, Internet, Crowdsourcing",USA,,
Playthe.net,http://www.playthe.net,http://www.linkedin.com/company/playthe.net,,Small and Medium Businesses,ESP,,
TytoCare,http://www.tytocare.com,https://www.linkedin.com/company/3259539?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A3259539%2Cidx%3A1-1-1%2CtarId%3A1438588837669%2Ctas%3Atyto%20care,"Ofer Tzadik, Dedi Gilad","Health Care Information Technology, Mobile Health, Medical Devices, Health Care",ISR,,
BeiGene,http://www.beigene.com/,http://www.linkedin.com/company/beigene,"Pearl Huang, John V. Oyler",Biotechnology,CHN,,
Denty's,http://dentys.com,http://www.linkedin.com/company/dentys,"Rajesh Nandipati, Sekhar Chennupati","Dental, Technology, Health Care",IND,,
yepme.com,http://yepme.com,,"Anand Jadhav, Sandeep Sharma, Vivek Gaur","Product Design, Brand Marketing, Online Shopping",IND,,
Digilab,http://www.digilab.com.br/,http://www.linkedin.com/company/digilab-sa,,"Telecommunications, Information Services, Information Technology",BRA,,
Hotelbar,http://www.hotelbar.com.br/,,,"Hospitality, Service Providers, Hotels",BRA,,
Ponfac,http://www.ponfac.com.br/,,,"Testing, Data Center Automation, Data Visualization",BRA,,
Duroline,http://www.duroline.com.br/,,,"Sales and Marketing, Consumer Goods, Consulting",BRA,,
Teikon,http://www.teikon.com.br/,,,"Electrical Distribution, Innovation Engineering, Industrial",BRA,,
Microinox,http://www.microinox.com.br/,,,"Material Science, Manufacturing, Automotive",BRA,,
Sophie & Juliete,http://sophiejuliete.com.br/,https://www.linkedin.com/company/sophie-&-juliete,"Camila Souza, Ronald Beigl","Direct Sales, Fashion, Jewelry, Social Media, E-Commerce, Women, Internet",BRA,,
Aeromot,http://www.aeromot.com.br/,,,"Defense, Services, Aerospace",BRA,,
Digitel,http://www.digitel.com.br/,,,"Big Data, Data Visualization, Information Technology",BRA,,
Ikro,http://www.ikro.com.br/,,,"Heavy Industry, Manufacturing, Automotive",BRA,,
XAPPmedia,http://xappmedia.com/,http://www.linkedin.com/company/xappmedia,"Michael Myers, John Kelvie, Frank Raines, Pat Higbie","Consumer Behavior, Audio, Mobile Advertising",USA,,
Eloquii,http://www.eloquii.com/,http://www.linkedin.com/company/eloquii,John Auerbach,"Designers, Fashion, Retail",USA,,
FK Biotecnologia,http://www.fkbiotec.com.br/,,,"Nanotechnology, Medical Devices, Biotechnology",BRA,,
RailComm,http://railcomm.com,http://www.linkedin.com/company/railcomm,Joe Denny,"Heavy Industry, Predictive Analytics, Software",USA,,
"Appcito, Inc.",http://www.appcito.com/,http://www.linkedin.com/company/3507979,"Kamal Anand, Rag Ramanathan","Software, SaaS, Internet, Information Technology",USA,,
Incapture Technologies,http://incapturetechnologies.com,,,"Internet of Things, Information Services, Information Technology, Technology",USA,,
SmartPrice.com,http://www.smaprtprice.com,,,Telecommunications,USA,,
FlyOnWall,http://flyonwall.net,,,Apps,USA,,
Lecorpio,http://lecorpio.com,http://www.linkedin.com/company/lecorpio,Deepak Gagneja,Software,USA,,
T-ZONE,http://www.tzonebd.com,http://www.linkedin.com/company/t-zone,Mahabubur Rahaman,"Manufacturing, E-Commerce",BGD,,
Hiddenbed,http://hiddenbed.com,http://www.linkedin.com/company/hiddenbed-corporation,,Furniture,,,
